,classes,nimages_seq,signal_noise_median,signal_median
124,OTHER,138,8.584762913018423,1607.619140625
125,OTHER,167,53.89315713821435,2057.162109375
126,OTHER,131,15.273519679272242,2012.9453125
127,OTHER,163,63.81758124429008,2108.3642578125
128,OTHER,99,6.221548691041631,3088.4443359375
129,OTHER,135,2.750939944277793,2180.98046875
130,OTHER,138,24.098454982190603,2149.9931640625
131,OTHER,90,2.3320088946109285,2409.046875
132,OTHER,76,2.7921381305761397,2055.2335205078125
133,OTHER,81,2.235668728504006,2393.232421875
134,OTHER,118,8.253642553524335,1826.283447265625
135,OTHER,80,3.9609245655712626,2570.669921875
136,OTHER,110,48.416476249165285,1740.866455078125
137,OTHER,112,29.038754328185014,2164.0467529296875
138,OTHER,100,4.54061027691059,1843.941162109375
139,OTHER,126,2.459441679624878,1942.0347900390625
140,OTHER,62,1.3704137634228357,2853.65966796875
141,OTHER,176,5.257223519643705,1698.314453125
142,OTHER,105,5.665277197215432,1870.2685546875
143,OTHER,151,13.166501424298923,2095.6953125
144,OTHER,91,6.359340457762312,2085.723388671875
145,OTHER,100,2.395412514390958,2671.01611328125
146,OTHER,73,10.761545923359094,1475.5068359375
147,OTHER,90,82.4344214034984,2356.5341796875
148,OTHER,59,2.650863086216095,1901.7578125
149,OTHER,80,2.6181571590523958,1947.38916015625
150,OTHER,26,4.826253868313302,2838.297119140625
151,OTHER,109,1.8457743636910873,1694.6083984375
152,OTHER,66,2.4752356931880684,2695.70556640625
153,OTHER,78,1.6088116289854324,2581.9371337890625
154,OTHER,66,75.61157170665837,1913.2890625
155,OTHER,160,2.146590892552765,1876.4129638671875
156,OTHER,29,5.302302191334106,1952.673828125
157,OTHER,58,4.149630499803276,2812.790771484375
158,OTHER,17,5.227715260767046,3403.61328125
159,OTHER,106,6.47439283469518,2013.405029296875
160,OTHER,139,1.0278154028103061,2266.015625
161,OTHER,105,29.21983138138557,1774.78466796875
162,OTHER,66,95.91702504720773,2301.166259765625
163,OTHER,98,90.17045047188373,2030.1807861328125
164,OTHER,51,0.9429082012305147,2330.85009765625
165,OTHER,115,6.38905342001838,1847.1689453125
166,OTHER,78,11.883576807702546,2484.176025390625
167,OTHER,106,37.230394157166074,2733.039794921875
168,OTHER,78,11.162627308384664,1566.62451171875
169,OTHER,93,5.05880087857266,2031.79296875
170,OTHER,102,7.6728844633859605,1842.51171875
171,OTHER,124,15.463515734921035,1758.0400390625
172,OTHER,67,67.30990318753335,3018.5625
173,OTHER,99,14.752764437634616,2521.015625
174,OTHER,101,0.9644651404253376,1801.8359375
175,OTHER,113,33.76464582378406,2084.255126953125
176,OTHER,143,1.0184069937489468,2608.8291015625
177,OTHER,71,75.36299329574227,2270.078125
178,OTHER,50,3.2871928542552347,1723.82568359375
179,OTHER,115,55.85840978427789,2514.442138671875
180,OTHER,75,15.92325074701688,2099.90234375
181,OTHER,147,2.447898616792838,2199.59228515625
182,OTHER,123,40.32086474131143,2017.5283203125
183,OTHER,58,2.0399200445585106,1696.80712890625
184,OTHER,122,23.766258460688434,1905.775146484375
185,OTHER,97,3.6086893113424896,2019.6748046875
186,OTHER,83,1.7231775974603118,1863.984375
187,OTHER,30,0.6914625471541219,2882.47265625
188,OTHER,134,35.280016308981274,2097.6715087890625
189,OTHER,79,0.6301212438071758,3304.255859375
190,OTHER,100,6.385446579323528,2701.8504638671875
191,OTHER,31,5.133277696240732,1894.351806640625
192,OTHER,32,2.161861433540901,1487.843017578125
193,OTHER,67,23.462531668169223,1812.7646484375
194,OTHER,106,5.545542148777505,2354.5263671875
195,OTHER,63,6.025436832390576,1757.23828125
196,OTHER,95,2.581486962782227,1894.807861328125
197,OTHER,65,3.949845884612032,2018.51171875
198,OTHER,79,2.2600960017090164,2112.2412109375
199,OTHER,62,2.11501884246485,2140.9627685546875
200,OTHER,82,6.053113119941994,2120.94189453125
201,OTHER,113,44.66145106613315,1793.79638671875
202,OTHER,163,4.27606036335157,1963.39453125
203,OTHER,72,41.444016102794905,2142.9033203125
204,OTHER,158,3.523311226719093,2255.7171630859375
205,OTHER,43,36.480272656451575,2779.67333984375
206,OTHER,102,0.8175977687871365,1647.75732421875
207,OTHER,105,1.7008463197655956,1955.3818359375
208,OTHER,79,7.323850392572272,2188.779296875
209,OTHER,26,4.808022275561848,1390.456787109375
210,OTHER,90,73.86950048105149,2557.6513671875
211,OTHER,97,10.720933409830895,1512.25537109375
212,OTHER,41,1.5799044687599262,2046.5390625
213,OTHER,76,78.88199107360359,2635.413818359375
214,OTHER,89,38.115960000905886,2967.2119140625
215,OTHER,104,73.11217975409885,1714.8604736328125
216,OTHER,79,74.60431626436069,2176.046142578125
217,OTHER,111,2.991555644121013,2000.38623046875
218,OTHER,132,3.4434399779998506,2304.73828125
219,OTHER,119,16.464044738947944,1777.1611328125
220,OTHER,101,6.627017110588233,2587.22802734375
221,OTHER,107,38.765315481577574,2261.04296875
222,OTHER,95,4.214217584345785,1832.203857421875
223,OTHER,95,4.691162218505939,1645.191162109375
224,OTHER,68,4.5395959375319315,2067.2969970703125
225,OTHER,22,12.968117845212927,2257.9169921875
226,OTHER,114,2.578796336791222,1862.3387451171875
227,OTHER,95,22.110309585601254,2077.880859375
228,OTHER,132,1.1831067565403677,2022.85205078125
229,OTHER,74,2.1518385551747325,2245.6864013671875
230,OTHER,45,52.35213755647533,2360.664794921875
231,OTHER,23,32.5562774916295,1660.1943359375
232,OTHER,76,5.092256096161579,2586.415771484375
233,OTHER,136,6.527373293855245,2194.49560546875
234,OTHER,21,3.4296625006368333,1470.63427734375
235,OTHER,86,11.974381814249412,1856.9437255859375
236,OTHER,58,16.421989423930512,2905.6455078125
237,OTHER,102,2.0478169147842036,2332.4580078125
238,OTHER,93,1.9921291153215135,1818.4970703125
239,OTHER,82,8.474987964555304,2813.86083984375
240,OTHER,99,15.684523561377226,2007.7314453125
241,OTHER,153,2.590366491912741,1659.63916015625
242,OTHER,116,8.18439790383783,1952.0078125
243,OTHER,119,23.32829891746693,1970.4140625
244,OTHER,95,4.636777641298993,2109.193359375
245,OTHER,56,1.5037292996856673,1840.466796875
246,OTHER,125,34.57889386243364,2337.78125
247,OTHER,168,39.0888040964651,2156.1884765625
248,OTHER,64,8.271367250142958,2707.515625
249,OTHER,97,40.08875044713227,2071.36962890625
250,OTHER,99,4.6644207483756785,1841.7548828125
251,OTHER,69,0.775375988288703,2055.667236328125
252,OTHER,100,60.062454436896346,1674.7490234375
253,OTHER,107,8.74366740231967,1866.224609375
254,OTHER,65,1.7026996577269555,1619.63134765625
255,OTHER,129,18.92149093996152,1767.0634765625
256,OTHER,103,94.36504727842336,2435.1728515625
257,OTHER,118,94.54446013179682,2512.931640625
258,OTHER,106,10.833479438553479,1989.390625
259,OTHER,84,5.575016450152228,2270.8565673828125
260,OTHER,94,5.640154121992223,1609.93505859375
261,OTHER,109,5.0274755831529685,2187.78515625
262,OTHER,116,3.468836346321152,1954.449951171875
263,OTHER,77,2.644523461209518,2317.279052734375
264,OTHER,91,37.80324202123349,2527.925537109375
265,OTHER,121,7.650628771014977,2296.6171875
266,OTHER,131,2.428810053736912,1988.59716796875
267,OTHER,126,6.499885460086777,1628.3238525390625
268,OTHER,102,2.0157898826202105,1759.4049072265625
269,OTHER,121,2.726015689824283,2290.587890625
270,OTHER,111,19.113237431460306,1942.52001953125
271,OTHER,82,1.5488009200749566,1988.8095703125
272,OTHER,63,2.6355470436996233,2232.65087890625
273,OTHER,61,2.628468470385878,2269.1796875
274,OTHER,108,2.389064392644376,2032.953857421875
275,OTHER,158,2.149045281750077,2082.69140625
276,OTHER,76,26.27736900099498,1530.628662109375
277,OTHER,108,13.936113753758057,2340.046630859375
278,OTHER,55,6.04849658261428,2369.88916015625
279,OTHER,93,3.8368589003433717,1729.04541015625
280,OTHER,87,74.85784924725415,1761.573974609375
281,OTHER,114,18.34907813259346,1943.06005859375
282,OTHER,70,30.806053962226088,1517.6265869140625
283,OTHER,97,2.0627595341278764,2403.2275390625
284,OTHER,87,5.392798381641853,1870.3203125
285,OTHER,73,1.5185473194005998,2548.5517578125
286,OTHER,103,2.2146643217566004,2162.89013671875
287,OTHER,126,16.6573675081717,2291.317138671875
288,OTHER,38,1.4518762165005437,1473.7120361328125
289,OTHER,158,53.465098455514344,2002.2607421875
290,OTHER,104,8.364546694662085,1618.82470703125
291,OTHER,35,11.092726658655465,1579.3642578125
292,OTHER,86,71.28229776193504,2214.95947265625
293,OTHER,103,2.2146643217566004,2162.89013671875
294,OTHER,67,12.339475271743842,1548.55712890625
295,OTHER,117,7.333778509406941,2366.05810546875
296,OTHER,137,49.32447722067289,1984.66650390625
297,OTHER,122,2.1224008604253215,2125.13232421875
298,OTHER,100,34.911638427826624,2048.7738037109375
299,OTHER,57,6.276321164642253,2109.9267578125
300,OTHER,117,22.5765093215255,2018.852294921875
301,OTHER,131,1.3481875746456147,1698.87890625
302,OTHER,130,1.3441530593126654,1693.061767578125
303,OTHER,38,3.2136780794625524,2724.278564453125
304,OTHER,122,2.448505486841889,1951.156494140625
305,OTHER,72,5.638361100638724,1836.1380615234375
306,OTHER,88,8.604413008269495,1696.4774169921875
307,OTHER,100,1.143619209253063,2851.677978515625
308,OTHER,142,1.674867665863553,1993.56591796875
309,OTHER,93,2.4511759214371236,2083.212158203125
310,OTHER,59,69.81368300497105,1545.470703125
311,OTHER,204,3.6977582394088193,2125.8828125
312,OTHER,53,1.5053212064225907,1962.94140625
313,OTHER,82,1.992479614574952,2966.806396484375
314,OTHER,118,46.399408406005534,2042.3197021484375
315,OTHER,36,2.356319085027031,1930.505859375
316,OTHER,39,93.39940174527716,2361.697509765625
317,OTHER,79,4.3511039081410745,2412.752685546875
318,OTHER,74,1.4367485977832268,1467.8565673828125
319,OTHER,134,0.9723146861975973,2104.71240234375
320,OTHER,49,1.4406634749087173,2091.509765625
321,OTHER,82,5.212756277159789,1629.0635986328125
322,OTHER,78,21.38785845015616,2472.251953125
323,OTHER,57,1.1352892207642615,2218.296142578125
324,OTHER,120,0.7087446224972407,2430.414794921875
325,OTHER,75,26.703549005585316,2538.14453125
326,OTHER,73,31.782248288949916,1986.18701171875
327,OTHER,134,46.433159227451654,2540.5322265625
328,OTHER,73,2.0426543482989814,2319.8671875
329,OTHER,103,7.465434579020856,3435.7197265625
330,OTHER,121,4.653036422892253,1914.1953125
331,OTHER,146,0.934013129239966,2103.107421875
332,OTHER,64,69.11555860466368,1406.0994873046875
333,OTHER,161,2.8232958556558065,1898.3427734375
334,OTHER,67,84.92910975161742,1923.508056640625
335,OTHER,100,1.2604024913522127,2373.592041015625
336,OTHER,11,3.8454660743269193,2743.0341796875
337,OTHER,69,16.371255559784036,2363.986328125
338,OTHER,56,1.4354129028250524,1843.4061279296875
339,OTHER,100,6.138479344825457,1875.365966796875
340,OTHER,63,4.07197857666754,2763.2197265625
341,OTHER,100,28.99274679680408,1701.736328125
342,OTHER,82,33.162866572352414,2065.7366943359375
343,OTHER,105,62.70562595892388,2048.3017578125
344,OTHER,65,10.089026896459805,3222.1435546875
345,OTHER,28,3.9616578987150732,3132.72607421875
346,OTHER,102,2.4186589552032025,2886.501953125
347,OTHER,100,5.282337841433831,1560.4974365234375
348,OTHER,104,76.75434778002031,1943.130859375
349,OTHER,52,8.776923243391053,2864.2977294921875
350,OTHER,107,2.0021524869317373,2423.529541015625
351,OTHER,126,6.154315814885768,1474.1243896484375
352,OTHER,67,3.917062788945628,2708.48486328125
353,OTHER,21,3.8428791900313626,2466.778076171875
354,OTHER,44,42.69945069371327,2596.060546875
355,OTHER,55,37.21568211521662,1360.984375
356,OTHER,44,8.253942623227655,2922.678955078125
357,OTHER,42,14.511396358262973,2339.00244140625
358,OTHER,152,1.1010546536459223,2292.13232421875
359,OTHER,100,62.39470904520953,1690.702392578125
360,OTHER,54,18.23730265509493,1647.078125
361,OTHER,111,2.097718529946883,2216.5234375
362,OTHER,104,1.9829513785028245,1759.211669921875
363,OTHER,51,16.5173058804378,1502.810546875
364,OTHER,50,7.451793057086647,1812.3695068359375
365,OTHER,82,2.418026450151303,1763.228759765625
366,OTHER,65,88.32811300112839,2867.744140625
367,OTHER,100,2.395412514390958,2671.01611328125
368,OTHER,104,4.505223255915292,1851.369384765625
369,OTHER,119,2.0066656205042888,2207.787841796875
370,OTHER,58,14.733786388379363,1866.965576171875
371,OTHER,71,8.034971879568934,1726.1416015625
372,OTHER,99,80.02780425626418,2035.6650390625
373,OTHER,73,83.74101613761249,1834.6015625
374,OTHER,101,1.5823950349382703,2359.26171875
375,OTHER,122,2.3893802297230264,1811.9444580078125
376,OTHER,49,2.3772988974254825,1949.4619140625
377,OTHER,118,14.224134937459308,2089.451171875
378,OTHER,122,13.338915519205997,1948.2738037109375
379,OTHER,127,29.80900183954061,2124.1962890625
380,OTHER,100,2.5146644122626243,1748.2822265625
381,OTHER,134,1.830401493093243,2034.6591796875
382,OTHER,117,48.44555665275707,2190.4013671875
383,OTHER,38,63.790046788257285,2850.900390625
384,OTHER,134,2.9658590070878197,1988.5577392578125
385,OTHER,133,5.27162670156996,1681.1484375
386,OTHER,130,1.3205470200738803,1669.10009765625
387,OTHER,104,37.54236514009361,2105.4033203125
388,OTHER,135,73.02123482920878,1633.904296875
389,OTHER,53,7.644745384900262,1911.94921875
390,OTHER,123,2.3380105608110497,2003.258544921875
391,OTHER,135,12.545458101869217,2342.015625
392,OTHER,56,97.69409724626715,2668.0634765625
393,OTHER,143,18.42557102891795,2695.6474609375
394,OTHER,107,19.935123915372458,1991.54931640625
395,OTHER,116,20.128851201605638,2040.1932373046875
396,OTHER,85,98.02964081462396,2645.6103515625
397,OTHER,26,18.438779310996658,1369.2738037109375
398,OTHER,159,83.13957799607196,2219.9560546875
399,OTHER,122,21.953097425754518,1727.32421875
400,OTHER,88,2.407751888741927,1475.9794921875
401,OTHER,35,3.3577203700676184,3498.66796875
402,OTHER,101,8.139627774132554,2055.56640625
403,OTHER,21,39.15779320927286,3265.3544921875
404,OTHER,103,8.937372156441981,1904.5634765625
405,OTHER,127,2.1522405624782945,1881.231201171875
406,OTHER,60,16.80184316768425,3351.9951171875
407,OTHER,55,3.264997090852624,2590.5234375
408,OTHER,179,8.358802694304925,1957.5673828125
409,OTHER,67,3.415296319721209,1617.833984375
410,OTHER,116,53.43647248867259,1962.607666015625
411,OTHER,128,36.09153147983104,2547.75439453125
412,OTHER,97,4.786276500189447,2204.474609375
413,OTHER,66,3.851440396106721,2288.4345703125
414,OTHER,180,2.1056701322824694,2174.5577392578125
415,OTHER,56,6.524344157919392,1780.642822265625
416,OTHER,64,34.51320279752839,2645.4842529296875
417,OTHER,73,76.04713683208675,2115.28955078125
418,OTHER,72,63.72029124595059,2911.48486328125
419,OTHER,49,0.98916555833585,1952.258056640625
420,OTHER,119,18.4977701931687,2107.1533203125
421,OTHER,31,2.7015995569385005,1579.39453125
422,OTHER,124,2.9474320897884327,2725.867919921875
423,OTHER,100,60.0569351533316,1674.759033203125
424,OTHER,70,2.125385855991198,2928.7879638671875
425,OTHER,69,2.176558136946045,2249.7578125
426,OTHER,109,4.019035880690989,2607.856201171875
427,OTHER,87,1.2304294521599277,1880.75390625
428,OTHER,53,3.566109279331017,1985.50830078125
429,OTHER,105,44.29668283894683,1817.27783203125
430,OTHER,123,1.0991404397873346,2511.810546875
431,OTHER,100,2.4052995643732045,2001.680908203125
432,OTHER,90,15.1411345594341,2203.5540771484375
433,OTHER,77,2.5048223340085918,3071.149169921875
434,OTHER,124,8.804566179824079,2085.917236328125
435,OTHER,49,26.461167868508863,2881.5546875
436,OTHER,93,3.922795315869027,1840.96875
437,OTHER,109,16.405402955746155,1691.8720703125
438,OTHER,78,4.331390143118025,2569.7001953125
439,OTHER,96,1.9233438514598418,2081.4337158203125
440,OTHER,71,3.039057246618446,2330.124755859375
441,OTHER,115,5.414507266635372,1907.806640625
442,OTHER,148,9.536887649667559,2099.866943359375
443,OTHER,95,59.7596968054098,1658.87646484375
444,OTHER,91,2.3153885131374543,2285.9365234375
445,OTHER,150,1.7958551930549547,2130.1416015625
446,OTHER,124,4.496598267004387,1965.479736328125
447,OTHER,98,3.779135481348864,1805.391845703125
448,OTHER,101,77.38388405563046,2445.1044921875
449,OTHER,72,9.59329617646388,2573.1444091796875
450,OTHER,106,1.915133081229959,2767.8681640625
451,OTHER,136,72.69493499091728,2093.22998046875
452,OTHER,115,4.407878921110796,2693.3408203125
453,OTHER,116,2.471936730057692,2806.0928955078125
454,OTHER,25,4.164971375588343,2019.5810546875
455,OTHER,140,47.994482358242735,2064.728759765625
456,OTHER,71,21.27675671919943,2776.4072265625
457,OTHER,109,2.1923133683113423,1982.5830078125
458,OTHER,117,14.214498189436686,1677.97265625
459,OTHER,111,2.121095744059951,2125.71484375
460,OTHER,72,39.28541514523608,2629.63232421875
461,OTHER,101,2.0806247299230725,2294.689453125
462,OTHER,116,36.14328925502458,2185.3984375
463,OTHER,59,9.411397410382165,3148.57080078125
464,OTHER,69,7.655374864751348,2845.87890625
465,OTHER,25,45.21528470172344,2205.947265625
466,OTHER,94,22.62689411912531,2321.75927734375
467,OTHER,87,85.92401372015237,1979.49609375
468,OTHER,87,14.218408553159213,2224.595703125
469,OTHER,61,5.26537002741467,1627.47119140625
470,OTHER,217,8.165549738306781,2122.206298828125
471,OTHER,70,17.73970372990984,2009.89501953125
472,OTHER,13,2.5723309705094946,3019.47265625
473,OTHER,125,91.42858779301805,2279.63671875
474,OTHER,139,29.87835649483021,2013.53125
475,OTHER,36,115.6729744956064,3945.091064453125
476,OTHER,70,15.4534894173598,1893.6324462890625
477,OTHER,65,1.0453217116516855,2495.06640625
478,OTHER,137,22.3395929180322,2373.06787109375
479,OTHER,118,16.463014007147336,1790.65966796875
480,OTHER,25,1.3980699162554011,2031.664794921875
481,OTHER,37,2.940261235463714,2951.216064453125
482,OTHER,79,7.323850392572272,2188.779296875
483,OTHER,40,3.849688310934643,1816.8232421875
484,OTHER,25,2.453278178940606,1687.630859375
485,OTHER,98,2.4129041720533873,2506.132568359375
486,OTHER,97,2.87062386038424,1862.66796875
487,OTHER,91,9.826344628383943,1678.72607421875
488,OTHER,174,1.1593671206355065,2246.4566650390625
489,OTHER,75,2.6443743773020314,1951.8759765625
490,OTHER,67,6.104658946473004,2287.689453125
491,OTHER,84,3.7480153502839153,2471.406005859375
492,OTHER,74,3.3036111635044927,1790.047607421875
493,OTHER,72,1.935439768461893,1889.17041015625
494,OTHER,102,6.608979517046422,2659.2515869140625
495,OTHER,65,2.3460955591471375,2257.0703125
496,OTHER,126,7.584401964329604,1615.351318359375
497,OTHER,161,9.104913372024642,2269.13623046875
498,OTHER,53,5.470665444402707,2708.576416015625
499,OTHER,136,0.9860148347363709,1948.225830078125
500,OTHER,103,2.2146643217566004,2162.89013671875
501,OTHER,55,77.6617559507541,2771.9267578125
502,OTHER,22,2.521310751774748,2382.82958984375
503,OTHER,113,6.782835491802399,1500.87744140625
504,OTHER,109,38.96489864857705,1663.9873046875
505,OTHER,140,10.302898793170197,2065.3251953125
506,OTHER,47,49.90487142792805,2986.677001953125
507,OTHER,113,3.547666776056694,1869.6640625
508,OTHER,61,14.488846360973795,1590.443359375
509,OTHER,21,2.064571278036258,5152.18359375
510,OTHER,60,2.534404414059283,1831.5272216796875
511,OTHER,128,0.8902201587068685,2119.03857421875
512,OTHER,104,2.1662538989513864,1892.63232421875
513,OTHER,40,17.061699890688246,2434.231689453125
514,OTHER,120,21.263125537319485,2298.80419921875
515,OTHER,61,4.970771712754713,2316.33935546875
516,OTHER,31,8.75632462639088,2057.4873046875
517,OTHER,42,1.1981000495153737,1800.1966552734375
518,OTHER,104,2.962695867090028,2748.59033203125
519,OTHER,96,40.79779187000575,1933.6978759765625
520,OTHER,88,3.104670345548303,2671.9776611328125
521,OTHER,115,23.318998007090844,2362.114501953125
522,OTHER,83,93.47103952673059,2497.57421875
523,OTHER,97,2.576639728617752,3250.851318359375
524,OTHER,163,28.68389429235178,2185.7099609375
525,OTHER,109,0.5658891332198775,3150.0458984375
526,OTHER,71,1.5279886412790327,1832.9541015625
527,OTHER,41,13.521157292899789,2795.04052734375
528,OTHER,47,41.70081093130773,2261.939453125
529,OTHER,124,76.84440225527464,2175.15966796875
530,OTHER,108,3.363657125905278,2283.94580078125
531,OTHER,70,4.158710411389264,2534.37451171875
532,OTHER,186,1.4408046231755334,2190.5814208984375
533,OTHER,55,3.276158584736437,2590.45703125
534,OTHER,81,3.58790907934032,1638.48291015625
535,OTHER,95,1.9916332935345897,1552.169921875
536,OTHER,72,1.447887897563902,1891.89013671875
537,OTHER,149,38.023677506216394,1978.094970703125
538,OTHER,100,17.273549904327936,1805.937255859375
539,OTHER,41,51.08382003349304,2815.373046875
540,OTHER,55,1.2322748096645748,2479.3681640625
541,OTHER,124,12.916606376851897,2191.71142578125
542,OTHER,21,5.631564803406309,1232.6083984375
543,OTHER,53,0.5337899364071897,3133.88671875
544,OTHER,119,6.287345766791223,2171.31640625
545,OTHER,88,11.973605875290023,1856.8896484375
546,OTHER,86,3.376523246229714,2174.939453125
547,OTHER,47,2.989872509060219,3051.611328125
548,OTHER,75,0.790501748727418,1963.274169921875
549,OTHER,147,24.85330701494738,1969.826171875
550,OTHER,65,5.1516895910336595,1581.845703125
551,OTHER,112,2.7532058441987433,2126.7313232421875
552,OTHER,24,10.133424785754247,1904.449951171875
553,OTHER,118,12.344918750626762,2462.05078125
554,OTHER,84,14.057034713311488,1766.79541015625
555,OTHER,155,1.100158023454403,2287.394775390625
556,OTHER,82,1.0823285551133222,2410.6484375
